distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
Weibull,65,2.213582280685188,0.5310204081632653,8.427164561370375,21.610281108113465,"[0.9904675814988129, 1.185425692586844]",1661.0,1572.0,1651.0,1231.0,1528.75
Gamma,61,2.1369944732029174,0.5261247917052397,8.273988946405835,21.458219182272828,"[1.001868459421395, 1.0399530350452888]",1641.0,1619.0,1633.0,1223.0,1529.0
Piecewise_Exp,14,0.706994391459995,0.5481105848434925,7.41398878291999,27.071669788680577,"[0.286905898872199, 1.0, 626.5]",1383.0,1471.0,1543.0,1720.0,1529.25
Weibull,116,1.8318046729746966,0.5135904130682198,7.663609345949393,20.932139071953543,"[0.4952689046520121, 1.536183174634346]",1580.0,1763.0,1580.0,1196.0,1529.75
Gamma,122,1.8656783256119067,0.5174216027874564,7.731356651223813,21.069811345767285,"[1.7873119196581944, 1.9676736777348718]",1588.0,1745.0,1585.0,1204.0,1530.5
Piecewise_Exp,156,0.7799104334251783,0.5697784064120698,7.559820866850357,27.715811567997214,"[627.5015961671606, 1.0, 626.5]",1448.0,1324.0,1566.0,1784.0,1530.5
LogNormal,118,2.0956960949251413,0.5248211807408989,8.191392189850284,21.536706777930902,"[0.4617720880665322, 0.22010196632049958]",1626.0,1647.0,1626.0,1226.0,1531.25
Exp_Weibull,99,0.7198859442197105,0.5551310991491579,7.439771888439421,27.5036162239556,"[3.2538565482446635e-08, 2.1820473507680056, 0.003166621613840626]",1403.0,1417.0,1549.0,1763.0,1533.0
Gen_Gamma,5,0.4587181239949084,0.5,6.917436247989817,26.555361226514883,"[1.0, 1.0, 1.0]",1156.0,1875.0,1466.0,1639.0,1534.0
Exp_Weibull,5,0.4587181239949084,0.5,6.917436247989817,26.555361226514883,"[1.0, 1.0, 1.0]",1156.0,1875.0,1466.0,1639.0,1534.0
Piecewise_Exp,5,0.4587181239949084,0.5,6.917436247989817,26.555361226514883,"[1.0, 1.0, 626.5]",1156.0,1875.0,1466.0,1639.0,1534.0
LogNormal,54,1.9060842202253403,0.5177018633540372,7.81216844045068,21.000476905555413,"[0.48222882516688503, 0.26629819668809923]",1595.0,1744.0,1598.0,1199.0,1534.0
Piecewise_Exp,182,0.6996834982299787,0.5481238273921201,7.399366996459957,27.43883334105332,"[627.5015961671606, 1.0, 626.5]",1373.0,1469.0,1540.0,1757.0,1534.75
Gamma,75,2.265214400010517,0.5333463490823896,8.530428800021035,21.709828564427006,"[1.2678724873111409, 1.0606250785077203]",1685.0,1547.0,1668.0,1241.0,1535.25
Weibull,120,1.9571136016968482,0.5192884103019539,7.914227203393697,21.256114785838008,"[0.8969540645079923, 1.2534714734994354]",1610.0,1710.0,1609.0,1213.0,1535.5
LogNormal,59,2.244339770710435,0.5310162379127896,8.48867954142087,21.68548843510299,"[0.5144862914596016, 0.3275594228381309]",1673.0,1574.0,1660.0,1237.0,1536.0
Piecewise_Exp,181,0.7035706287757006,0.5481132075471699,7.407141257551402,27.448137043931656,"[627.5015961671606, 1.0, 626.5]",1376.0,1470.0,1541.0,1758.0,1536.25
Piecewise_Exp,162,0.7195611732165992,0.5534324133050248,7.439122346433198,27.510544357107324,"[627.5015961671606, 1.0, 626.5]",1402.0,1439.0,1548.0,1764.0,1538.25
Piecewise_Exp,188,0.7467865155586918,0.5611187845303867,7.493573031117384,27.619987416469236,"[627.5015961671606, 1.0, 626.5]",1434.0,1385.0,1560.0,1775.0,1538.5
LogNormal,64,2.375061067363828,0.5562419424151267,8.750122134727656,22.03177363845068,"[0.529645545398815, 0.33542822609731554]",1756.0,1410.0,1709.0,1283.0,1539.5
Piecewise_Exp,187,0.7508451379258588,0.5611111111111111,7.501690275851717,27.629095250613265,"[627.5015961671606, 1.0, 626.5]",1437.0,1386.0,1561.0,1778.0,1540.5
Gamma,72,2.2336594022686453,0.5269011719493828,8.46731880453729,21.66228284982737,"[1.2671250490585793, 1.059555906650294]",1667.0,1611.0,1654.0,1235.0,1541.75
Exp_Weibull,97,0.8098354200608148,0.5658823529411765,7.619670840121629,27.688569085188853,"[1.91241771378712e-08, 2.252643562173135, 0.0028218906476295403]",1456.0,1360.0,1573.0,1783.0,1543.0
LogNormal,72,2.2057100849593367,0.5253258780964911,8.411420169918674,21.606384215208756,"[0.4658774307844931, 0.18801438434463885]",1656.0,1640.0,1647.0,1230.0,1543.25
Gamma,58,2.213678162636327,0.5256797824696098,8.427356325272655,21.58731668430266,"[1.148622446383078, 0.9997484604467818]",1663.0,1633.0,1652.0,1229.0,1544.25
LogNormal,63,2.256692991859124,0.5300141242937852,8.513385983718248,21.799274777161845,"[0.5304475154141699, 0.3338373949709138]",1679.0,1587.0,1666.0,1256.0,1547.0
Weibull,75,2.28583711427738,0.5319250292854354,8.571674228554759,21.75107399296073,"[1.084070171908236, 1.1114446099103519]",1702.0,1562.0,1677.0,1250.0,1547.75
Weibull,121,1.9983689878281314,0.518037518037518,7.996737975656263,21.336909850695022,"[0.8969531695913165, 1.2534723890836952]",1621.0,1737.0,1617.0,1218.0,1548.25
Piecewise_Exp,157,0.7380114597093324,0.5533769063180828,7.476022919418664,27.55349331923835,"[627.5015961671606, 1.0, 626.5]",1424.0,1440.0,1556.0,1773.0,1548.25
Weibull,57,2.1178962260240537,0.5192383025027204,8.235792452048107,21.445101386420568,"[1.0088078629836061, 0.9793520487090726]",1632.0,1714.0,1629.0,1220.0,1548.75
Piecewise_Exp,18,0.9148605083327405,0.5674500831946755,7.829721016665481,27.48971773076181,"[0.48224549713407533, 1.0, 626.5]",1483.0,1352.0,1599.0,1762.0,1549.0
Gamma,57,2.122199951140124,0.5192383025027204,8.244399902280248,21.45370883665271,"[0.997966811408241, 1.032627454962242]",1636.0,1714.0,1630.0,1222.0,1550.5
LogNormal,69,2.2499629455839916,0.5259651185577112,8.499925891167983,21.68489824207132,"[0.4599484568420489, 0.20211583517430098]",1677.0,1628.0,1663.0,1236.0,1551.0
Exp_Weibull,54,0.7251884559207441,0.5400399290150844,7.450376911841488,27.232839609498587,"[2.838967352493479e-08, 2.172270208867218, 0.003631782353357163]",1411.0,1507.0,1553.0,1739.0,1552.5
Piecewise_Exp,151,0.7675319180977058,0.5532879818594104,7.535063836195412,27.62158401663337,"[627.5015961671606, 1.0, 626.5]",1442.0,1441.0,1563.0,1777.0,1555.75
Gamma,66,2.285271217293816,0.5278477822580646,8.570542434587633,21.747708809593455,"[1.2647388656092136, 1.0692562119166638]",1700.0,1601.0,1675.0,1248.0,1556.0
Piecewise_Exp,6,0.878090120658695,0.5544427324088341,7.75618024131739,27.398765414954322,"[1.0, 1.0, 626.5]",1467.0,1425.0,1589.0,1751.0,1558.0
Gen_Gamma,6,0.8780943809507887,0.5544427324088341,7.756188761901577,27.398773935538507,"[1.0, 1.0, 1.0]",1470.0,1425.0,1590.0,1752.0,1559.25
Exp_Weibull,6,0.8780943809507887,0.5544427324088341,7.756188761901577,27.398773935538507,"[1.0, 1.0, 1.0]",1470.0,1425.0,1590.0,1752.0,1559.25
LogNormal,70,2.3044570081663673,0.5304878048780488,8.608914016332735,21.788313780738704,"[0.45655626632138324, 0.20872811703642968]",1717.0,1579.0,1686.0,1255.0,1559.25
Gen_Gamma,4,0.515909395835931,0.5,7.031818791671862,26.674403965308795,"[1.0, 1.0, 1.0]",1209.0,1875.0,1486.0,1667.0,1559.25
Exp_Weibull,4,0.515909395835931,0.5,7.031818791671862,26.674403965308795,"[1.0, 1.0, 1.0]",1209.0,1875.0,1486.0,1667.0,1559.25
Piecewise_Exp,4,0.515909395835931,0.5,7.031818791671862,26.674403965308795,"[1.0, 1.0, 626.5]",1209.0,1875.0,1486.0,1667.0,1559.25
Weibull,66,2.293465120433485,0.5272177419354838,8.58693024086697,21.76409661587279,"[1.136249961247441, 1.0623275942655113]",1705.0,1608.0,1680.0,1252.0,1561.25
LogNormal,71,2.335118068349579,0.5343413978494624,8.670236136699158,21.870361475176225,"[0.4798930234800549, 0.1606412511015145]",1738.0,1544.0,1699.0,1264.0,1561.25
LogNormal,74,2.334862390164861,0.5333163901852964,8.669724780329723,21.85432610813581,"[0.45599268283896754, 0.2073350995618108]",1737.0,1550.0,1698.0,1262.0,1561.75
Piecewise_Exp,146,0.7939985359631438,0.55320813771518,7.587997071926288,27.682037938178063,"[627.5015961671606, 1.0, 626.5]",1450.0,1447.0,1569.0,1782.0,1562.0
Piecewise_Exp,47,0.5112122315620461,0.5,7.022424463124092,26.774174933501527,"[627.5015961671606, 1.0, 626.5]",1207.0,1875.0,1485.0,1683.0,1562.5
Gamma,115,2.204483389545212,0.519459090391837,8.408966779090424,21.72009250045244,"[2.493617635541707, 4.317484765318165]",1655.0,1708.0,1646.0,1243.0,1563.0
LogNormal,67,2.3376585469174436,0.5324584016873681,8.675317093834888,21.846515541995483,"[0.4695915815880273, 0.18593074025489592]",1739.0,1556.0,1700.0,1261.0,1564.0
Piecewise_Exp,193,0.8180257556621755,0.5542078466606768,7.636051511324351,27.757508037342564,"[627.5015961671606, 1.0, 626.5]",1460.0,1435.0,1577.0,1785.0,1564.25
Piecewise_Exp,20,0.9908221032975222,0.565307258128627,7.981644206595044,27.642798104890872,"[0.460015622585772, 1.0, 626.5]",1498.0,1367.0,1614.0,1780.0,1564.75
Piecewise_Exp,186,0.7549488450524392,0.5435958093950658,7.509897690104879,27.54630280994283,"[627.5015961671606, 1.0, 626.5]",1438.0,1495.0,1562.0,1771.0,1566.5
LogNormal,60,2.2902080259285653,0.5258246527777778,8.580416051857132,21.770945505529916,"[0.5156898811437864, 0.32508300549039715]",1704.0,1632.0,1678.0,1253.0,1566.75
Gamma,69,2.272153791892014,0.5230256711738194,8.544307583784029,21.729279934687366,"[1.276951710957617, 1.079796870891858]",1690.0,1664.0,1670.0,1246.0,1567.5
Piecewise_Exp,19,0.8998334796815325,0.5543293718166383,7.799666959363065,27.474672363605304,"[0.48508244668665423, 1.0, 626.5]",1481.0,1432.0,1597.0,1761.0,1567.75
LogNormal,77,2.5413442271808857,0.5503666033891221,9.082688454361772,22.30842233733081,"[0.4545896640498941, 0.20521619993267426]",1787.0,1464.0,1732.0,1296.0,1569.75
Gamma,118,2.136763235629329,0.510942671079321,8.27352647125866,21.618841059339278,"[1.7090429970437333, 1.8337776030532855]",1640.0,1778.0,1632.0,1232.0,1570.5
Piecewise_Exp,16,1.085198933029899,0.5650337837837838,8.170397866059798,27.836176042727875,"[0.39610552202605565, 1.0, 626.5]",1504.0,1369.0,1624.0,1788.0,1571.25
Exp_Weibull,129,1.1747517246280892,0.5691622103386809,8.34950344925618,28.40473655049345,"[0.9315452737945112, 1.3367912821308663, 1.00371710329329]",1517.0,1335.0,1637.0,1799.0,1572.0
Piecewise_Exp,48,0.5396683811704803,0.5,7.079336762340961,26.790969863080658,"[627.5015961671606, 1.0, 626.5]",1233.0,1875.0,1494.0,1686.0,1572.0
LogNormal,109,1.977484680353811,0.5035140997830803,7.954969360707622,21.16317848751869,"[0.30757009946562686, 0.7257096134436534]",1614.0,1857.0,1610.0,1208.0,1572.25
Gamma,70,2.331942910944421,0.5280626385809313,8.663885821888842,21.84328558629481,"[1.2769517028391408, 1.0797968863005545]",1736.0,1598.0,1697.0,1259.0,1572.5
Piecewise_Exp,135,0.7732609616617634,0.5386271529888551,7.546521923323526,27.5205161273453,"[627.5015961671608, 1.0, 626.5]",1445.0,1518.0,1564.0,1769.0,1574.0
LogNormal,115,2.1921511874356394,0.5152486439327846,8.384302374871279,21.695428096233297,"[0.31215644215642346, 0.7100732848045093]",1653.0,1759.0,1645.0,1240.0,1574.25
Gamma,109,1.979274367566449,0.5028308026030369,7.958548735132898,21.166757861943964,"[2.3538353256620583, 3.9905724664244606]",1615.0,1864.0,1612.0,1209.0,1575.0
Weibull,109,1.9806734734795208,0.5028308026030369,7.961346946959042,21.16955607377011,"[0.5218724166937285, 1.4927820339422821]",1616.0,1864.0,1613.0,1210.0,1575.75
Gamma,67,2.3711113699983817,0.5314037965783923,8.742222739996762,21.913421188157358,"[1.263787454448702, 1.067863505675825]",1754.0,1567.0,1707.0,1275.0,1575.75
Weibull,69,2.2824242272606527,0.5220458553791887,8.564848454521305,21.74982080542464,"[1.0763978000393783, 1.114751401717464]",1696.0,1686.0,1674.0,1249.0,1576.25
Gamma,74,2.362502577533469,0.530297429262357,8.725005155066938,21.909606482873023,"[1.2678721027371933, 1.0606245294467538]",1751.0,1581.0,1704.0,1273.0,1577.25
LogNormal,85,2.534855606417267,0.5401312046055494,9.069711212834534,22.29144254739228,"[0.4375996406363007, 0.19985906179360446]",1783.0,1506.0,1728.0,1293.0,1577.5
Piecewise_Exp,139,0.8134175578371918,0.5426819022013107,7.626835115674384,27.66170845095008,"[627.5015961671606, 1.0, 626.5]",1458.0,1496.0,1575.0,1781.0,1577.5
Weibull,67,2.3800422368726806,0.5314037965783923,8.760084473745362,21.931282921905957,"[1.1451588785677889, 1.05522137841632]",1759.0,1567.0,1711.0,1279.0,1579.0
Weibull,72,2.2465188342981555,0.5173282323818098,8.493037668596312,21.688001713886393,"[1.0915264195803862, 1.105203726571558]",1674.0,1748.0,1661.0,1239.0,1580.5
Weibull,115,2.2059133424260056,0.5114933808747109,8.411826684852011,21.722952406214027,"[0.5102576251305371, 1.5174618761026504]",1657.0,1772.0,1648.0,1245.0,1580.5
Gamma,62,2.2680325545106745,0.5187955254942769,8.536065109021349,21.713976224307608,"[1.013735232947032, 1.1701291235583335]",1686.0,1726.0,1669.0,1242.0,1580.75
LogNormal,80,2.4901785928524354,0.5375738056897477,8.980357185704872,22.192961918680897,"[0.4377936968347496, 0.20311760765246606]",1779.0,1527.0,1727.0,1291.0,1581.0
Gamma,80,2.5362248317117593,0.5384521543941834,9.07244966342352,22.285054396399545,"[1.6505836710789221, 1.524761737876889]",1784.0,1521.0,1729.0,1292.0,1581.5
Piecewise_Exp,145,0.8794632859696255,0.5476303317535546,7.758926571939251,27.85446931556908,"[627.5015961671606, 1.0, 626.5]",1473.0,1473.0,1592.0,1789.0,1581.75
LogNormal,102,2.7456889460225917,0.5608766233766234,9.491377892045183,22.82948897349615,"[0.6391267820380043, 2.3657895465911958e-21]",1845.0,1391.0,1763.0,1329.0,1582.0
Weibull,80,2.540488124541761,0.5384521543941834,9.080976249083523,22.29358098205955,"[1.1400430959612289, 1.1174879110219067]",1785.0,1521.0,1731.0,1294.0,1582.75
Piecewise_Exp,143,0.8918500928142681,0.5475961538461539,7.783700185628536,27.88224443025911,"[627.5015961671606, 1.0, 626.5]",1477.0,1475.0,1594.0,1790.0,1584.0
Piecewise_Exp,137,0.8126817951592535,0.5354630377119132,7.625363590318507,27.594141308936212,"[627.5015961671606, 1.0, 626.5]",1457.0,1531.0,1574.0,1774.0,1584.0
LogNormal,76,2.6095403722947244,0.5469047084362602,9.219080744589448,22.42141399497428,"[0.45350721480698986, 0.20975094526466884]",1808.0,1478.0,1744.0,1307.0,1584.25
LogNormal,103,2.247455179252891,0.5154534920467713,8.494910358505782,21.722824078202876,"[0.3683923588978387, 0.5951077484843147]",1676.0,1756.0,1662.0,1244.0,1584.5
Weibull,62,2.27607652250922,0.5185191207075962,8.55215304501844,21.730064160304696,"[0.821385377263851, 1.0866661541188967]",1691.0,1730.0,1671.0,1247.0,1584.75
Weibull,74,2.3834070582469487,0.5292192289327357,8.766814116493897,21.951415444299982,"[1.0840528562030676, 1.1114590649035268]",1761.0,1591.0,1712.0,1281.0,1586.25
Piecewise_Exp,134,0.831012963471116,0.5353940537989618,7.662025926942232,27.63862497613938,"[627.5015961671606, 1.0, 626.5]",1461.0,1532.0,1579.0,1779.0,1587.75
Exponential,97,4.44865054578126,0.48715686274509806,10.89730109156252,17.58693383991826,[1.6850285913510814],1958.0,1954.0,1883.0,558.0,1588.25
Piecewise_Exp,136,0.938094171700934,0.5474683544303798,7.876188343401868,27.98521425579521,"[627.5015961671606, 1.0, 626.5]",1485.0,1476.0,1602.0,1793.0,1589.0
Exp_Weibull,124,1.208891639181945,0.5613445378151259,8.41778327836389,28.42030713458921,"[0.5547178875288432, 1.8039200388328012, 1.0000192181340484]",1527.0,1384.0,1649.0,1801.0,1590.25
Weibull,63,2.3092358019725987,0.522069209039548,8.618471603945197,21.904360397388793,"[0.9106753476379723, 1.0199342514842857]",1721.0,1681.0,1688.0,1272.0,1590.5
LogNormal,101,2.7270108927893144,0.5544426305970149,9.454021785578629,22.75712027340926,"[0.7511654935311396, 1.1604499099401296e-17]",1844.0,1431.0,1762.0,1326.0,1590.75
Gamma,63,2.3122992538788205,0.522069209039548,8.624598507757641,21.910487301201236,"[1.0475593006494412, 1.2160536041539562]",1722.0,1681.0,1689.0,1274.0,1591.5
Gamma,103,2.2632076642521324,0.5116612240598335,8.526415328504264,21.754329048201356,"[1.5417508777152182, 2.0312607527951174]",1684.0,1770.0,1667.0,1251.0,1593.0
Weibull,118,2.1396516377434707,0.5005337888331376,8.279303275486942,21.62461786356756,"[0.9543804278764083, 1.197046704935659]",1643.0,1872.0,1634.0,1233.0,1595.5
Piecewise_Exp,199,0.8766213961396297,0.5339811834612528,7.753242792279259,27.768131426441226,"[627.5015961671606, 1.0, 626.5]",1466.0,1546.0,1588.0,1786.0,1596.5
LogNormal,114,2.2856558127326134,0.5165575664227954,8.571311625465228,21.84481647841298,"[0.3112357244970516, 0.713955729832562]",1701.0,1752.0,1676.0,1260.0,1597.25
Weibull,59,2.3153474878581304,0.5192300675059296,8.63069497571626,21.82750386939838,"[0.9825819481599138, 0.9984391628438546]",1724.0,1719.0,1690.0,1257.0,1597.5
Gamma,59,2.3173861661055026,0.5192300675059296,8.634772332211005,21.831581225893125,"[1.0021490612253459, 1.0404804337882878]",1727.0,1719.0,1692.0,1258.0,1599.0
Gamma,71,2.372261344720615,0.5238743279569893,8.74452268944123,21.944648027918294,"[1.1711594029589145, 0.9225287334617696]",1755.0,1655.0,1708.0,1280.0,1599.5
LogNormal,78,2.709415006118808,0.5462702742418397,9.418830012237617,22.66841241626613,"[0.5402707283891903, 1.887654462644564e-09]",1841.0,1479.0,1761.0,1319.0,1600.0
Gamma,77,2.579770974536423,0.5320799735279262,9.159541949072846,22.385275832041884,"[1.2674354609534682, 1.0479562843777892]",1800.0,1560.0,1739.0,1305.0,1601.0
LogNormal,79,2.7004230671482805,0.5423031727379555,9.400846134296561,22.617836833942608,"[0.43581618815752027, 0.20716418580192852]",1836.0,1499.0,1758.0,1316.0,1602.25
Weibull,64,2.448730633929594,0.5261065749892565,8.897461267859189,22.179112771582215,"[0.9106714672020654, 1.019937297380983]",1774.0,1623.0,1723.0,1289.0,1602.25
Weibull,70,2.3484984120301795,0.5198632668144864,8.69699682406036,21.87639658846633,"[1.0764308974400403, 1.1147229934101535]",1740.0,1704.0,1701.0,1269.0,1603.5
Piecewise_Exp,3,0.6486155191532531,0.5,7.297231038306506,26.93632174445456,"[1.0, 1.0, 626.5]",1321.0,1875.0,1522.0,1697.0,1603.75
Gen_Gamma,3,0.6486155191532531,0.5,7.297231038306506,26.93632174445456,"[1.0, 1.0, 1.0]",1321.0,1875.0,1522.0,1697.0,1603.75
Gamma,64,2.4536117566728683,0.5261065749892565,8.907223513345738,22.188875017068764,"[1.0475593215653833, 1.2160536272957316]",1777.0,1623.0,1725.0,1290.0,1603.75
Exp_Weibull,3,0.6486155191532531,0.5,7.297231038306506,26.93632174445456,"[1.0, 1.0, 1.0]",1321.0,1875.0,1522.0,1697.0,1603.75
LogNormal,82,2.5464293930581157,0.527046783625731,9.092858786116231,22.296662624802615,"[0.4407773809031761, 0.19701217852572148]",1788.0,1610.0,1733.0,1295.0,1606.5
Piecewise_Exp,189,1.3068726203479726,0.5625,8.613745240695945,28.830432355498072,"[627.5015961671606, 1.0, 626.5]",1545.0,1382.0,1687.0,1814.0,1607.0
Piecewise_Exp,144,1.0466333154515144,0.5392685851318945,8.09326663090303,28.19031050040856,"[627.5015961671606, 1.0, 626.5]",1499.0,1515.0,1619.0,1798.0,1607.75
Gamma,114,2.298538089978304,0.510685406237967,8.597076179956609,21.87058103290436,"[2.4586219919880605, 4.235012888618865]",1711.0,1781.0,1684.0,1265.0,1610.25
Gamma,76,2.649034874137659,0.5318212441050976,9.298069748275317,22.50040299866015,"[1.2674298186877815, 1.053923968817193]",1819.0,1564.0,1749.0,1311.0,1610.75
Exp_Weibull,127,1.228845940916384,0.5510204081632653,8.457691881832769,28.452461792154484,"[0.9204603378246673, 1.3436896622061605, 1.0036664866999512]",1534.0,1458.0,1653.0,1802.0,1611.75
Piecewise_Exp,50,0.6593766402664776,0.5,7.318753280532955,27.059820579654588,"[627.5015961671606, 1.0, 626.5]",1330.0,1875.0,1526.0,1719.0,1612.5
Weibull,112,2.297906551591724,0.5095021719250115,8.595813103183449,21.874280737833974,"[0.494508422218867, 1.5372829245133628]",1710.0,1798.0,1683.0,1267.0,1614.5
Exp_Weibull,126,1.2386766547170467,0.5508514664143803,8.477353309434093,28.474710095832286,"[0.9204649084818951, 1.343685175953583, 1.0036676946316485]",1540.0,1461.0,1657.0,1803.0,1615.25
Gamma,85,2.5744468336252595,0.5259564213274426,9.148893667250519,22.370625001808264,"[1.5719468664350467, 1.3935436953255953]",1796.0,1629.0,1737.0,1300.0,1615.5
Piecewise_Exp,52,1.3704754502539345,0.5601393472680601,8.740950900507869,28.573001504018595,"[0.8313000851542013, 1.0, 626.5]",1556.0,1395.0,1706.0,1805.0,1615.5
Piecewise_Exp,49,0.6728333063943649,0.5,7.34566661278873,27.099100427454232,"[627.5015961671605, 1.0, 626.5]",1337.0,1875.0,1529.0,1722.0,1615.75
