distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
LogNormal,192,0.49054854733154,0.6505376344086021,4.98109709466308,18.39606293038182,"[0.3470072257305589, 0.042112149923129456]",1193.0,794.0,947.0,1041.0,993.75
Gen_Gamma,52,0.1266735174586785,0.6345801246791346,6.253347034917357,26.085397638428084,"[105925.74531090024, 0.004509951092985278, 0.6547136322913252]",450.0,833.0,1237.0,1456.0,994.0
Gen_Gamma,11,0.13088420740116363,0.634216305858097,6.261768414802328,25.921186369371448,"[2546.942244222416, 0.010592640123452679, 7.876463580824301]",464.0,838.0,1242.0,1433.0,994.25
Exp_Weibull,13,0.1347810253142321,0.6424734567124092,6.269562050628465,25.918543195289683,"[2.9995440042718253e-08, 2.201901333078489, 0.004543946672980058]",490.0,810.0,1248.0,1431.0,994.75
Exp_Weibull,11,0.13093012867892723,0.634216305858097,6.261860257357855,25.921278211926975,"[1.452251640573481e-07, 2.034009164925176, 0.0052485508660696165]",465.0,838.0,1243.0,1434.0,995.0
LogNormal,166,0.6085483552127662,0.7098765432098765,5.217096710425532,18.592992934102988,"[0.5927011887897422, 8.291160677698919e-15]",1282.0,621.0,987.0,1091.0,995.25
Gen_Gamma,13,0.13479067808865997,0.6424734567124092,6.26958135617732,25.918562500838537,"[2804.5327587372376, 0.010023640105591248, 7.824242908013962]",491.0,810.0,1249.0,1432.0,995.5
LogNormal,148,0.4617889478302235,0.629438717067583,4.923577895660447,18.267864998488566,"[0.41714734592689573, 1.1686779760771444e-07]",1163.0,876.0,935.0,1011.0,996.25
Exponential,123,1.3442099028983387,0.5518480112584252,4.688419805796677,11.356787825010032,[1.342067243076214],1551.0,1454.0,855.0,125.0,996.25
LogNormal,175,0.5434177582074007,0.6856760700389104,5.086835516414801,18.45360624897542,"[0.5930378762846259, 3.884281920110916e-14]",1236.0,724.0,965.0,1060.0,996.25
Exp_Weibull,151,0.23861381869915815,0.8442932728647015,6.477227637398316,26.563747817836273,"[3.9427046026528345e-08, 1.822929573668022, 0.003412586787948225]",792.0,210.0,1345.0,1644.0,997.75
Burr_XII,89,0.3389871957376861,0.5818563432835822,4.677974391475372,17.947926845620614,"[0.050887312488602794, 4.9264503709309135]",1018.0,1205.0,850.0,921.0,998.5
Burr_III,89,0.3391085208170949,0.5818563432835822,4.6782170416341895,17.94816949577943,"[0.19558116841843107, 0.053531866038875]",1019.0,1205.0,851.0,922.0,999.25
LogNormal,190,0.4558416955196482,0.6248379569613688,4.911683391039296,18.26622166956504,"[0.3502666484349922, 0.04078188207058364]",1151.0,909.0,930.0,1010.0,1000.0
Gen_Gamma,125,0.15556731123765405,0.7059209088922875,6.311134622475308,26.311076056229034,"[62069.139902328956, 0.00507883696226573, 0.49793918762588474]",552.0,648.0,1268.0,1537.0,1001.25
Burr_XII,104,0.32822412474709983,0.5744217091129049,4.6564482494942,17.918206161134307,"[0.04885985894815144, 4.961852501271056]",993.0,1274.0,833.0,910.0,1002.5
Exp_Weibull,175,0.20410079928819558,0.7633754863813229,6.408201598576391,26.458357697417316,"[5.6845650129252773e-08, 1.8375997427914443, 0.0037116913658207093]",682.0,419.0,1311.0,1599.0,1002.75
Logistic,119,0.44167300225398015,0.6196428571428572,4.883346004507961,18.226947823793314,"[2.295750761356404e-07, 0.18632043762759923]",1142.0,945.0,925.0,999.0,1002.75
Burr_XII,108,0.2903448993711796,0.550125313283208,4.580689798742359,17.830990464585017,"[0.04802129214790022, 4.899759765569428]",928.0,1465.0,791.0,830.0,1003.5
Burr_III,104,0.3284322749155884,0.5744217091129049,4.656864549831177,17.918622461471283,"[0.18877419819350885, 0.05193101926948646]",995.0,1274.0,835.0,911.0,1003.75
Burr_XII,98,0.3777860681262933,0.5929967213114753,4.755572136252587,18.06600111487981,"[0.052692744045077865, 4.891505388590307]",1070.0,1098.0,884.0,964.0,1004.0
Burr_III,108,0.2906882189544506,0.550125313283208,4.581376437908901,17.83167710375156,"[0.18283484118096477, 0.053906149786210965]",929.0,1465.0,792.0,831.0,1004.25
Burr_III,98,0.37800147884862234,0.5929967213114753,4.756002957697245,18.06643193632447,"[0.2019289438847695, 0.055171976704521015]",1071.0,1098.0,885.0,965.0,1004.75
Gamma,31,0.38114047224742215,0.5904984423676012,4.762280944494845,17.928617305174384,"[1.0038744300704274, 1.211013016651103]",1078.0,1139.0,889.0,915.0,1005.25
Exp_Weibull,15,0.11939839751733095,0.6161739645847225,6.238796795034662,25.88835871600202,"[2.9393310909161725e-08, 2.170816224870959, 0.004594581388547518]",422.0,954.0,1229.0,1416.0,1005.25
Gen_Gamma,15,0.11944807254519671,0.6161739645847225,6.2388961450903935,25.88845806605775,"[3103.758506089583, 0.010042642653788002, 8.298652665664262]",424.0,954.0,1230.0,1417.0,1006.25
Gamma,7,0.46818308735625547,0.614489410777941,4.936366174712511,18.03064671028089,"[1.0, 1.0]",1168.0,968.0,939.0,952.0,1006.75
Weibull,7,0.46818313715841703,0.614489410777941,4.936366274316834,18.030646809885216,"[1.0, 1.0]",1171.0,968.0,940.0,953.0,1008.0
Logistic,114,0.5184374706100454,0.6341932999614941,5.036874941220091,18.310379794167844,"[9.133794317444905e-08, 0.18497701057165794]",1215.0,846.0,953.0,1022.0,1009.0
Exp_Weibull,140,0.2533317122747122,0.8270348837209303,6.506663424549425,26.46759936820463,"[4.0938544216640575e-08, 1.8327393538721466, 0.0036617397120229807]",826.0,252.0,1355.0,1605.0,1009.5
LogNormal,182,0.5940647859293133,0.6941838649155723,5.188129571858626,18.54777380158754,"[0.5932087733462084, 2.574581404435587e-14]",1275.0,699.0,984.0,1081.0,1009.75
LogNormal,140,0.4649680609689419,0.6204318936877076,4.929936121937883,18.23722675104136,"[0.35690571829774587, 0.03873004948337604]",1166.0,938.0,937.0,1001.0,1010.5
Burr_XII,87,0.37089052700094327,0.5875565610859729,4.741781054001887,18.018123289940167,"[0.051737457752530414, 4.967569062017978]",1065.0,1160.0,880.0,942.0,1011.75
Burr_III,87,0.37116633882999106,0.5875565610859729,4.742332677659983,18.01867491359826,"[0.20138307204919687, 0.05234863688271756]",1066.0,1160.0,881.0,943.0,1012.5
Exp_Weibull,142,0.25637686495853257,0.8435435435435436,6.5127537299170655,26.54149209372958,"[6.605228630149677e-08, 1.7443350652718022, 0.0035241263717377407]",842.0,217.0,1359.0,1635.0,1013.25
Burr_XII,86,0.381112381801451,0.5907493061979647,4.762224763602902,18.04175425121174,"[0.051913903318846794, 4.981047265889479]",1077.0,1134.0,888.0,956.0,1013.75
Burr_III,86,0.3813413969247347,0.5907493061979647,4.76268279384947,18.042212281458305,"[0.20269730084706622, 0.051934049008993004]",1079.0,1134.0,890.0,957.0,1015.0
Exponential,17,1.2385221519201364,0.5192453451969024,4.477044303840273,11.0305694245039,[0.4251866455713094],1537.0,1712.0,692.0,119.0,1015.0
Exp_Weibull,141,0.2612350969504611,0.8380768612317092,6.522470193900922,26.4807876508751,"[5.2389131618083123e-08, 1.7895067753236436, 0.003618493929302901]",858.0,231.0,1362.0,1610.0,1015.25
Exp_Weibull,181,0.211047642166979,0.7586792452830189,6.422095284333958,26.463091070714214,"[5.430775778856326e-08, 1.8341155069106272, 0.003635565137479377]",695.0,449.0,1315.0,1603.0,1015.5
Exp_Weibull,190,0.18636184705902317,0.7243971998962925,6.372723694118046,26.404531111906664,"[6.439339765606526e-08, 1.8139768844027793, 0.0037588875664904342]",629.0,572.0,1296.0,1568.0,1016.25
Exponential,1,1.1826507092420786,0.5,4.365301418484157,10.910304310539662,[1.0],1518.0,1875.0,560.0,115.0,1017.0
Gen_Gamma,123,0.15817296317082385,0.6935041848751944,6.316345926341648,26.321449983981715,"[59376.80017733967, 0.005093928455221023, 0.5170676864687459]",557.0,700.0,1271.0,1541.0,1017.25
Exp_Weibull,159,0.22237522519262415,0.7786177105831533,6.444750450385248,26.520709895753455,"[4.052656355228561e-08, 1.838747235863537, 0.0035033775837984716]",742.0,372.0,1328.0,1628.0,1017.5
Burr_XII,110,0.31218642810795494,0.5599363507779349,4.62437285621591,17.90779098844352,"[0.04763622751846004, 4.902974881542781]",965.0,1399.0,816.0,898.0,1019.5
Burr_III,110,0.3124583847899773,0.5599363507779349,4.624916769579954,17.908334901807564,"[0.18124616990754858, 0.05370158530761443]",966.0,1399.0,817.0,899.0,1020.25
Exp_Weibull,157,0.2311237631495258,0.7857661583151779,6.462247526299052,26.539717926118737,"[4.417863871330585e-08, 1.8217354501720306, 0.0034751340694384727]",774.0,344.0,1337.0,1634.0,1022.25
Exp_Weibull,144,0.27260480447624225,0.8507194244604317,6.545209608952485,26.642253478458017,"[5.99201958025191e-08, 1.698734280038742, 0.003210605680252313]",888.0,168.0,1373.0,1662.0,1022.75
Piecewise_Exp,164,0.2118980128403895,0.7476923076923078,6.423796025680779,26.407157106349423,"[627.5015961671606, 1.0, 626.5]",702.0,502.0,1317.0,1571.0,1023.0
Gen_Gamma,130,0.1958159860682283,0.7458524027459954,6.391631972136457,26.50961311506016,"[18518.962063715273, 0.005284364421058867, 3.546190900881574]",653.0,509.0,1304.0,1626.0,1023.0
Logistic,115,0.4981481111989947,0.6227857224139892,4.996296222397989,18.30742194376001,"[1.5194846096086476e-07, 0.18661181367272942]",1196.0,930.0,948.0,1020.0,1023.5
Gen_Gamma,18,0.1407424987243735,0.6262895174708818,6.2814849974487466,25.941481711545077,"[2697.8374789405284, 0.010047116737105722, 5.929482416611198]",510.0,892.0,1257.0,1437.0,1024.0
Exp_Weibull,18,0.14077661290184273,0.6262895174708818,6.281553225803686,25.941549939900014,"[2.4052174101546553e-08, 2.252671297126328, 0.0044768054874376635]",511.0,892.0,1258.0,1438.0,1024.75
Exp_Weibull,131,0.30545364296008537,0.8957355641705774,6.61090728592017,26.72739774558339,"[5.1248335730207444e-08, 1.6396043146737833, 0.0029729311855190535]",953.0,74.0,1394.0,1679.0,1025.0
Exp_Weibull,192,0.16287379331411203,0.7007168458781362,6.325747586628224,26.448196340206334,"[3.7207562982612195e-08, 1.8894244003585674, 0.003597547957422829]",564.0,674.0,1273.0,1592.0,1025.75
LogNormal,131,0.9398871954484261,0.7837176086512956,5.879774390896852,19.290768030672332,"[0.5313015958985637, 2.105944209491485e-09]",1486.0,355.0,1098.0,1164.0,1025.75
Gamma,30,0.3849423022954669,0.5802642980935875,4.769884604590934,17.90413572491983,"[1.007060446834743, 1.2283034187702153]",1088.0,1231.0,894.0,890.0,1025.75
Exp_Weibull,162,0.22626805757952334,0.7721160651096957,6.452536115159047,26.523958125833172,"[6.391163073420452e-08, 1.7935844982533686, 0.0035910477761674662]",762.0,379.0,1334.0,1630.0,1026.25
Exp_Weibull,145,0.2552312809715683,0.826303317535545,6.510462561943137,26.606005305572964,"[6.152844311883298e-08, 1.7462713201458133, 0.003390897876000461]",833.0,266.0,1356.0,1657.0,1028.0
Exp_Weibull,139,0.273761809961928,0.8478406990421778,6.547523619923856,26.58239695519955,"[7.248542421431004e-08, 1.7177484102195586, 0.0034416506715363336]",894.0,196.0,1375.0,1651.0,1029.0
Gen_Gamma,20,0.1473204209494005,0.6256856665871691,6.294640841898801,25.95579474019463,"[2385.299532128337, 0.010300476833433785, 8.370910398059532]",522.0,900.0,1260.0,1441.0,1030.75
Exp_Weibull,20,0.14735811047210123,0.6256856665871691,6.294716220944203,25.955870119240032,"[8.942106740977378e-08, 2.1124190861341376, 0.004908895243985595]",523.0,900.0,1261.0,1442.0,1031.5
Burr_XII,93,0.39101181735172313,0.5864636209813876,4.782023634703446,18.104610705483434,"[0.05263284043271039, 4.886895992988604]",1093.0,1169.0,895.0,970.0,1031.75
Exp_Weibull,180,0.17453946630568398,0.6984052532833023,6.349078932611368,26.391603381445076,"[2.5012269426411135e-08, 1.9624476864619838, 0.003747758596623977]",593.0,688.0,1283.0,1564.0,1032.0
Burr_III,93,0.39131276414669336,0.5864636209813876,4.782625528293387,18.105212599073376,"[0.2014646585896978, 0.0553153565058521]",1094.0,1169.0,896.0,971.0,1032.5
Logistic,118,0.47321291722359227,0.6094267107932102,4.946425834447185,18.291740422527802,"[6.652772951661961e-07, 0.19834512619922065]",1179.0,994.0,944.0,1016.0,1033.25
Burr_XII,107,0.36988774729112867,0.5759817477876106,4.739775494582258,18.03059647301624,"[0.04897544207495648, 4.991525511864426]",1061.0,1267.0,875.0,951.0,1038.5
Burr_III,107,0.3701231550541337,0.5759817477876106,4.740246310108267,18.03106728854225,"[0.19049648255646998, 0.05096595852201492]",1062.0,1267.0,876.0,954.0,1039.75
Gen_Gamma,19,0.13789348019313494,0.6143776248771335,6.27578696038627,25.95079236462851,"[2507.530885783593, 0.010389791530987761, 7.612876852778066]",496.0,974.0,1252.0,1439.0,1040.25
Exp_Weibull,19,0.13790901043870538,0.6143776248771335,6.275818020877411,25.950823425119648,"[3.566981856695946e-08, 2.215687839662764, 0.004701010404136142]",497.0,974.0,1253.0,1440.0,1041.0
Exp_Weibull,136,0.2709712842915827,0.831139240506329,6.541942568583165,26.65096848097651,"[5.3970366405556785e-08, 1.7778254952976897, 0.0033948796691096847]",884.0,245.0,1371.0,1664.0,1041.0
LogNormal,135,0.6504324307788346,0.6804711246200608,5.3008648615576694,18.616860997572186,"[0.5354766533043864, 3.44977057272802e-11]",1327.0,727.0,1019.0,1098.0,1042.75
LogNormal,147,0.4900096802944444,0.6030124653739612,4.980019360588889,18.27505826677251,"[0.35644108589283297, 0.03957712094274645]",1191.0,1033.0,946.0,1013.0,1045.75
LogNormal,142,0.6148021800725502,0.6433433433433433,5.2296043601451006,18.582096602686775,"[0.35210644599329777, 0.04233642560973128]",1294.0,808.0,996.0,1089.0,1046.75
Exp_Weibull,182,0.2104017521290088,0.7206378986866792,6.420803504258018,26.460269848851382,"[6.008190771407984e-08, 1.826898892819592, 0.0036708402410872403]",691.0,590.0,1314.0,1602.0,1049.25
Logistic,85,0.5587632510434283,0.615607323359106,5.117526502086856,18.339257836644602,"[2.768558246869306e-07, 0.20264541941905354]",1247.0,962.0,969.0,1028.0,1051.5
Exp_Weibull,148,0.23126163795614585,0.7485681557846506,6.462523275912291,26.47895393015447,"[4.793787661142514e-08, 1.8639745775665981, 0.003795730769769687]",776.0,488.0,1338.0,1609.0,1052.75
Exp_Weibull,149,0.22011488524896078,0.745433789954338,6.440229770497922,26.529760488067602,"[5.396210605009048e-08, 1.8600535643117155, 0.0037556968071434603]",732.0,530.0,1327.0,1632.0,1055.25
Exp_Weibull,16,0.16672477879637593,0.6232932150900901,6.333449557592752,25.999227734260828,"[1.5922300162428916e-08, 2.2682999843200427, 0.003966048255934302]",581.0,916.0,1278.0,1446.0,1055.25
Exp_Weibull,137,0.28829564661808277,0.8243570522431092,6.576591293236166,26.54536901185387,"[5.2910773482276804e-08, 1.7518652398110366, 0.003406007909738596]",922.0,280.0,1384.0,1636.0,1055.5
Gen_Gamma,16,0.16680589270796353,0.6232932150900901,6.333611785415927,25.999389962084003,"[2864.2829656955514, 0.009053659972053289, 9.477210178980531]",582.0,916.0,1279.0,1447.0,1056.0
Exp_Weibull,199,0.21942317725743848,0.7209705372616984,6.438846354514877,26.453734988676842,"[3.9244550252888986e-08, 1.8778684655482227, 0.003518914021882788]",727.0,580.0,1324.0,1595.0,1056.5
LogNormal,162,0.6214157864935947,0.640481245576787,5.242831572987189,18.623779580103275,"[0.5699554917216818, 9.781821989528897e-18]",1301.0,828.0,1002.0,1100.0,1057.75
Logistic,77,0.5929211084703013,0.6201692819450008,5.185842216940602,18.41157609990964,"[4.367305172625275e-07, 0.20636591590986933]",1274.0,941.0,983.0,1044.0,1060.5
Burr_XII,92,0.4174023642980268,0.5796519410977242,4.834804728596054,18.159814573748637,"[0.053229267208644765, 4.913999742491378]",1120.0,1234.0,910.0,990.0,1063.5
LogNormal,150,0.5214166407394492,0.6004123211253941,5.042833281478899,18.384377840167975,"[0.41714811808546953, 1.0687715436994345e-07]",1218.0,1046.0,955.0,1036.0,1063.75
Exp_Weibull,135,0.2870017309797661,0.8026849037487336,6.574003461959532,26.547997665981303,"[4.84043328879215e-08, 1.7469043403777609, 0.003369715664383913]",917.0,319.0,1383.0,1637.0,1064.0
Burr_III,92,0.41793313620580724,0.5796519410977242,4.835866272411614,18.160876117564197,"[0.20548449407531094, 0.05451996193662089]",1121.0,1234.0,911.0,992.0,1064.5
LogNormal,181,0.6377878572349326,0.6347169811320755,5.275575714469865,18.636239572056702,"[0.5932184534448716, 3.261682710976909e-14]",1312.0,832.0,1009.0,1108.0,1065.25
Exponential,116,1.7749158352992676,0.5438173662716743,5.549831670598535,12.18409653360061,[1.0470489960188947],1568.0,1491.0,1078.0,127.0,1066.0
Logistic,102,0.39545887339345615,0.5732467532467532,4.790917746786913,18.12902882823788,"[0.0029676726877159994, 0.3725495058538647]",1100.0,1289.0,897.0,979.0,1066.25
Burr_III,102,0.3955471457072053,0.5732467532467532,4.79109429141441,18.12920537286538,"[0.4141486742610752, 0.14998473200145926]",1101.0,1289.0,898.0,980.0,1067.0
Burr_XII,102,0.39556368441421463,0.5732467532467532,4.7911273688284295,18.1292384502794,"[0.1685205880436645, 3.3544180346847137]",1103.0,1289.0,899.0,981.0,1068.0
Weibull,102,0.3956848676040769,0.5732467532467532,4.7913697352081535,18.12948081665912,"[2.370700562450485, 0.10480622893426124]",1104.0,1289.0,900.0,982.0,1068.75
Burr_XII,101,0.40054607271901116,0.5729710820895523,4.801092145438022,18.104190633268654,"[0.05777634676871331, 4.812398217229804]",1109.0,1295.0,903.0,969.0,1069.0
Weibull,52,0.6715024987922094,0.6345801246791346,5.343004997584419,18.56437206659157,"[2.7679691651999057, 0.05746212976542284]",1335.0,833.0,1024.0,1085.0,1069.25
Exp_Weibull,12,0.2000215857530379,0.6341666666666668,6.400043171506076,26.049605092473435,"[1.6893110208501752e-08, 2.2842278216377725, 0.003684510027682672]",670.0,849.0,1307.0,1451.0,1069.25
Burr_XII,90,0.4069113015776312,0.5732587513533021,4.813822603155263,18.112369666702154,"[0.05413273968354672, 4.950652784126899]",1114.0,1285.0,906.0,974.0,1069.75
Gen_Gamma,12,0.20006345361922703,0.6341666666666668,6.400126907238454,26.049688828205813,"[2692.2699375054935, 0.008440576633435877, 8.436595081019012]",671.0,849.0,1308.0,1452.0,1070.0
Logistic,52,0.671569967309748,0.6345801246791346,5.343139934619496,18.564507003626648,"[1.0152725440391213e-06, 0.19550314703489863]",1336.0,833.0,1025.0,1086.0,1070.0
Logistic,113,0.5267060523817433,0.5972785176606833,5.053412104763487,18.368713192986476,"[6.218774431804793e-07, 0.20158314572106487]",1226.0,1064.0,961.0,1031.0,1070.5
Burr_III,90,0.4072863778879603,0.5732587513533021,4.81457275577592,18.11311981932281,"[0.21079890504528362, 0.05346940345595853]",1115.0,1285.0,907.0,975.0,1070.5
Exponential,119,1.8205756769639265,0.5436011904761905,5.641151353927853,12.31295226357053,[1.1862786825466187],1576.0,1493.0,1085.0,129.0,1070.75
Burr_III,101,0.4018664295004273,0.5729710820895523,4.803732859000855,18.106831346831484,"[0.22152717928688917, 0.05933289675424244]",1112.0,1295.0,905.0,972.0,1071.0
LogNormal,198,0.6929618114358893,0.6696335078534031,5.385923622871779,18.860186846434775,"[0.39841679845245137, 4.629044044180026e-06]",1368.0,744.0,1039.0,1143.0,1073.5
Logistic,80,0.5809931845599486,0.6056946274337579,5.161986369119897,18.374591102095923,"[8.785431579775344e-07, 0.21457212316222798]",1260.0,1026.0,975.0,1034.0,1073.75
LogNormal,180,0.3256770353127481,0.5344746716697936,4.651354070625496,18.01303703651464,"[0.593077554584936, 1.8317430976879137e-18]",986.0,1543.0,828.0,941.0,1074.5
Gamma,23,0.5216224080451102,0.5905554747709758,5.043244816090221,18.158763122416016,"[1.1219806471296692, 1.9760418797018637]",1220.0,1138.0,956.0,989.0,1075.75
Logistic,75,0.5806129675343656,0.6018976962124171,5.161225935068732,18.340625699474703,"[1.6566018074710105e-06, 0.21857034521179167]",1259.0,1041.0,974.0,1029.0,1075.75
Logistic,117,0.6217821305618492,0.627096549926132,5.243564261123698,18.668426208077175,"[9.038643735032049e-07, 0.20514827603440236]",1302.0,885.0,1003.0,1115.0,1076.25
Exponential,53,1.8029639981977446,0.5350301039956211,5.605927996395489,12.19376602738106,[1.1459997206884556],1573.0,1533.0,1079.0,128.0,1078.25
Exp_Weibull,134,0.2947078142013765,0.7796130250117981,6.589415628402753,26.566014677599902,"[4.601855067932588e-08, 1.7769819329994394, 0.0033955835644201545]",931.0,358.0,1386.0,1645.0,1080.0
Logistic,74,0.5969753234530847,0.6059870924017682,5.19395064690617,18.378551974712256,"[1.274672855014773e-06, 0.21696619030230582]",1279.0,1022.0,985.0,1035.0,1080.25
Burr_XII,94,0.4090832268460346,0.5704948646125116,4.818166453692069,18.13832781162164,"[0.05321621959811648, 4.9089535875557395]",1116.0,1315.0,908.0,983.0,1080.5
Exponential,122,1.8403694895706146,0.5376531415083737,5.680738979141229,12.349966326412964,[1.1862786927154705],1582.0,1524.0,1087.0,130.0,1080.75
Burr_III,94,0.4097111697577954,0.5704948646125116,4.819422339515591,18.13958369744516,"[0.2052560969176026, 0.054704527094013605]",1117.0,1315.0,909.0,984.0,1081.25
Logistic,84,0.5922912707757505,0.6021303656597774,5.184582541551501,18.410316424520538,"[1.811792034586922e-06, 0.22669366004673297]",1273.0,1036.0,982.0,1043.0,1083.5
Logistic,76,0.6188375548353117,0.6135638895126879,5.237675109670623,18.440008360055455,"[9.273926918792729e-07, 0.21768065029389266]",1299.0,984.0,1001.0,1054.0,1084.5
Burr_XII,95,0.4379006777518129,0.5743529411764706,4.875801355503626,18.25843045879333,"[0.05091258066038114, 4.827469963961938]",1137.0,1277.0,921.0,1008.0,1085.75
Logistic,111,0.5286762993123301,0.5912973222530009,5.05735259862466,18.338297013777478,"[1.6211481650792403e-06, 0.21313335611607662]",1227.0,1130.0,962.0,1027.0,1086.5
Burr_III,95,0.4384169672325585,0.5743529411764706,4.876833934465117,18.259463037754823,"[0.19168632966038532, 0.05708960487718551]",1138.0,1277.0,922.0,1009.0,1086.5
Logistic,79,0.6130639701418712,0.6079844146205703,5.226127940283742,18.44311863992979,"[3.9839966318370314e-07, 0.20926630502034835]",1291.0,1010.0,994.0,1055.0,1087.5
Exponential,120,1.921373449073173,0.5385768206039077,5.842746898146347,12.513690689368502,[1.1862786825466185],1602.0,1519.0,1096.0,134.0,1087.75
LogNormal,195,0.44755734665100355,0.5776902887139107,4.895114693302007,18.307433275159728,"[0.37040085100964804, 7.369400021872324e-07]",1146.0,1258.0,927.0,1021.0,1088.0
Gamma,25,0.5187194978786211,0.584332969829153,5.037438995757242,18.160241887918357,"[1.0080751962570622, 1.215358133992174]",1216.0,1192.0,954.0,991.0,1088.25
Logistic,81,0.5823213796072246,0.596311914802373,5.164642759214449,18.402336449499924,"[2.8516807432072303e-06, 0.22859262634079894]",1263.0,1070.0,978.0,1042.0,1088.25
Logistic,109,0.5014649634727151,0.5818004338394795,5.002929926945431,18.211139053756497,"[2.3210082193099037e-06, 0.21629761375189163]",1197.0,1209.0,949.0,998.0,1088.25
Burr_XII,100,0.4699286146878202,0.5812419562419562,4.93985722937564,18.31406668564266,"[0.05181042305068125, 4.878152772533728]",1176.0,1214.0,941.0,1023.0,1088.5
Burr_III,100,0.4704943162006622,0.5812419562419562,4.940988632401324,18.315198088668346,"[0.19785786709981434, 0.05546404106534768]",1177.0,1214.0,942.0,1024.0,1089.25
Burr_XII,96,0.43350562815710575,0.572093023255814,4.867011256314211,18.247959263430296,"[0.050908087001648894, 4.8264374081532075]",1132.0,1304.0,917.0,1004.0,1089.25
Burr_III,96,0.43403093620502503,0.572093023255814,4.86806187241005,18.249009879526135,"[0.1916351351206772, 0.057126614465409384]",1133.0,1304.0,918.0,1005.0,1090.0
Logistic,83,0.5849941008856344,0.594623908072932,5.169988201771269,18.36937702762723,"[4.1555125195713e-06, 0.23653397533430423]",1268.0,1087.0,980.0,1032.0,1091.75
Logistic,82,0.5821353667264552,0.5926535087719297,5.16427073345291,18.368074572139292,"[2.6780306654093157e-06, 0.22945248087458955]",1262.0,1109.0,977.0,1030.0,1094.5
Piecewise_Exp,39,0.24565211221694114,0.683668320578589,6.4913042244338826,26.23687433865976,"[1.1439921772925512, 1.0, 626.5]",808.0,725.0,1350.0,1497.0,1095.0
LogNormal,197,0.6122965440927883,0.6096605744125326,5.224593088185577,18.635586727961055,"[0.40312960220995986, 4.120778137488669e-06]",1289.0,992.0,993.0,1107.0,1095.25
Logistic,103,0.5534539569411003,0.5894027177920572,5.106907913882201,18.334821633579292,"[1.38012035692183e-06, 0.2137082580379412]",1245.0,1144.0,968.0,1026.0,1095.75
Exp_Weibull,152,0.22392546174491437,0.666444740346205,6.4478509234898285,26.37721316753191,"[2.0515218952023732e-08, 1.9929759271515546, 0.00388252681413975]",751.0,753.0,1330.0,1559.0,1098.25
LogNormal,146,0.7191020824634714,0.6447574334898278,5.438204164926943,18.834231409094794,"[0.3481873485210232, 0.04464341884374744]",1398.0,807.0,1052.0,1139.0,1099.0
Exponential,121,1.9668808957042518,0.5324675324675324,5.933761791408504,12.603847728927883,[1.1862787059586943],1612.0,1554.0,1103.0,135.0,1101.0
Exponential,55,1.9164250644915206,0.52729022972392,5.832850128983042,12.413205895356919,[1.1462293695324817],1598.0,1605.0,1094.0,131.0,1107.0
LogNormal,141,0.5603257842962026,0.5876346679530471,5.120651568592406,18.426196539908524,"[0.35697509227865265, 0.038603412554485746]",1248.0,1159.0,970.0,1051.0,1107.0
Logistic,66,0.6386697378372146,0.6000504032258065,5.277339475674429,18.45450585068025,"[3.0717948436951083e-06, 0.22545066602579125]",1313.0,1047.0,1010.0,1061.0,1107.75
Gen_Gamma,53,0.17948010554743435,0.5950191570881226,6.358960211094868,26.122474304051575,"[22913.675097304564, 0.004611416403938177, 3.3841934827322784]",608.0,1080.0,1286.0,1460.0,1108.5
Logistic,70,0.6182850446859969,0.5937730968218772,5.236570089371994,18.415969853777966,"[2.4482526472966045e-06, 0.22389085919477023]",1297.0,1093.0,999.0,1046.0,1108.75
Exp_Weibull,186,0.21579091116693075,0.6480229807367354,6.431581822333862,26.467986942171812,"[3.762662111440458e-08, 1.8906833538445795, 0.003583603213727113]",719.0,797.0,1321.0,1606.0,1110.75
LogNormal,136,0.8369777731941141,0.670126582278481,5.673955546388228,19.079972821317124,"[0.5313177245866109, 2.3776343219294224e-10]",1462.0,739.0,1086.0,1159.0,1111.5
LogNormal,137,0.746788968304928,0.6432937377465114,5.4935779366098565,18.806096415688327,"[0.5355114444127407, 2.353463681939059e-10]",1435.0,809.0,1074.0,1130.0,1112.0
LogNormal,17,0.4722682678520918,0.5637502059647388,4.9445365357041835,18.05158677703144,"[1.2558475162237372, 7.717488118083287e-12]",1178.0,1371.0,943.0,961.0,1113.25
Logistic,78,0.6101377992883632,0.5926415752833343,5.220275598576727,18.46985800260524,"[2.5159629919144003e-06, 0.2280102475534006]",1285.0,1113.0,990.0,1065.0,1113.25
Weibull,78,0.61042041923595,0.5926415752833343,5.2208408384719,18.470423242500413,"[2.996926557548326, 0.061876608031883835]",1286.0,1113.0,991.0,1066.0,1114.0
LogNormal,138,0.572600112267786,0.5871137409598949,5.1452002245355715,18.455977604870846,"[0.35688402333913083, 0.038769625389497]",1257.0,1168.0,973.0,1062.0,1115.0
Gamma,78,0.6117802302886113,0.5926415752833343,5.223560460577223,18.473142864605734,"[0.0001954912290492, 0.006019495628869517]",1288.0,1113.0,992.0,1068.0,1115.25
Logistic,71,0.609173484173345,0.5891465053763442,5.21834696834669,18.418472306823755,"[4.06017772015952e-06, 0.2296510113485381]",1283.0,1148.0,988.0,1047.0,1116.5
